,req,label,v6,Unnamed: 3,v5.2,dominio,ano,titulo,link,slide,obs,obs v6
833,Certification Process implemented is not adequate to identify critical flaws or loss scenarios.,hazard,hazard,ambiguo?,exhazard,military,2020,STPA Applied to Military Certification Process,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/STPA-Applied-to-Military-Certification.pdf,10,,
855,The train exceeds speed limit on tie line.,hazard,hazard,,hazard1,train,2020,Identification of Causation Scenarios and Application of Leading Indicators in the Interconnection Mode of Urban Rail Transit Based on STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Leading-Indicators-for-Urban-Rail-Transit.pdf,10,,
856,The train exceeds speed limit of switch P2602.,hazard,hazard,,hazard1,train,2020,Identification of Causation Scenarios and Application of Leading Indicators in the Interconnection Mode of Urban Rail Transit Based on STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Leading-Indicators-for-Urban-Rail-Transit.pdf,10,,
857,The train exceeds speed limit of switch P10.,hazard,hazard,,hazard1,train,2020,Identification of Causation Scenarios and Application of Leading Indicators in the Interconnection Mode of Urban Rail Transit Based on STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Leading-Indicators-for-Urban-Rail-Transit.pdf,10,,
861,The population has an increase in infected cases.,hazard,hazard,,hazard5,medicine,2021,nalyzing national responses to COVID-19 pandemic using STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1110__Chen.pdf,7,,
862,Inability of companies / organizations to operate normally.,hazard,hazard,,hazard3,medicine,2021,nalyzing national responses to COVID-19 pandemic using STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-25-1110__Chen.pdf,7,,
876,Ego vehicle leaves its lane.,hazard,hazard,,hazard1,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,,
877,Ego vehicle applies hard braking.,hazard,hazard,,hazard1,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,,
878,Ego vehicle applies insufficient braking.,hazard,hazard,,hazard1,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,,
879,Ego vehicle applies hard acceleration.,hazard,hazard,,hazard1,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,,
885,Workplace environment is not suitable for human health.,hazard,hazard,,hazard5,industry,2021,Using STPA to identify conflicts in coal mining safety procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-30-1220__Krzemien.pdf,6,,
886,Workplace ventilation integrity is lost.,hazard,hazard,ambiguo,exhazard,industry,2021,Using STPA to identify conflicts in coal mining safety procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-30-1220__Krzemien.pdf,6,,
887,Workplace oxygen levels are not suitable (too low).,hazard,hazard,,hazard5,industry,2021,Using STPA to identify conflicts in coal mining safety procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-30-1220__Krzemien.pdf,6,,
888,Workplace methane levels are not suitable (too high).,hazard,hazard,,hazard5,industry,2021,Using STPA to identify conflicts in coal mining safety procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-30-1220__Krzemien.pdf,6,,
897,Mission preparation time is exceeded.,hazard,hazard,,hazard5,aviation,2022,A Systemic Approach to Aircraft System Supportability,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1200__Carina%20Carla%20Aparecida%20Felipe%20da%20Silva__PUB.pdf,10,,
898,System operational limits are exceeded.,hazard,hazard,,hazard1,aviation,2022,A Systemic Approach to Aircraft System Supportability,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1200__Carina%20Carla%20Aparecida%20Felipe%20da%20Silva__PUB.pdf,10,,
899,System is not ready to fulfill designited mission.,hazard,hazard,,hazard1,aviation,2022,A Systemic Approach to Aircraft System Supportability,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1200__Carina%20Carla%20Aparecida%20Felipe%20da%20Silva__PUB.pdf,10,,
901,Mission critical information is exposed to unauthorized person.,hazard,hazard,,hazard5,aviation,2022,A Systemic Approach to Aircraft System Supportability,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1200__Carina%20Carla%20Aparecida%20Felipe%20da%20Silva__PUB.pdf,10,,
908,Reduction in control of aircraft.,hazard,hazard,reescrever,hazard2,aviation,2022,System-Theoretic Process Analysis (STPA) Evaluation of Boeing's Automated Test Maneuvers (ATM) System,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-06-1250__Darren%20McDonald__PUB.pdf,5,,
915,AV does not maintain a safe distance from vulnerable road users (VRUs) or other stationary or moving objects in the surroundings.,hazard,hazard,,hazard1,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,6,,
916,AV leaves designated path.,hazard,hazard,,hazard1,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,6,,
917,AV violates allowed operating conditions.,hazard,hazard,,hazard1,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,6,,
918,AV behavior is uncomfortable for the passengers.,hazard,hazard,,hazard1,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,6,,
919,AV loses control.,hazard,hazard,ambiguo,exhazard,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,6,,
926,Equipment under unnecessary stress.,hazard,hazard,,hazard1,robot,2022,STPA and Autonomy : Friends or foes ? A case study analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1140__Laure%20Buysse__PUB.pdf,10,,
928,Lack of ability of aircraft to receive and transmit the proper data.,hazard,hazard,reescrever,hazard2,military,2022,Application of STPA-Sec in military systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-09-1120__Gabriel%20Luis%20de%20Oliveira__PUB.pdf,6,stpa-sec,
934,The aircraft violates the minimum safety distance.,hazard,hazard,,hazard1,aviation,2022,Use of the STPA Technique in the Requirements Definition of a Drone Power Generation System,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-09-1130__Paulo%20Mendes__PUB.pdf,6,,
935,The aircraft loss the communication with base.,hazard,hazard,ambiguo,exhazard,aviation,2022,Use of the STPA Technique in the Requirements Definition of a Drone Power Generation System,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-09-1130__Paulo%20Mendes__PUB.pdf,6,,
936,The aircraft have insufficient power available.,hazard,hazard,,hazard1,aviation,2022,Use of the STPA Technique in the Requirements Definition of a Drone Power Generation System,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-09-1130__Paulo%20Mendes__PUB.pdf,6,,
937,The aircraft loss the flight capability.,hazard,hazard,ambiguo,exhazard,aviation,2022,Use of the STPA Technique in the Requirements Definition of a Drone Power Generation System,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-09-1130__Paulo%20Mendes__PUB.pdf,6,,
949,Oil well without control over liquid flows.,hazard,hazard,,hazard1,oil,2022,Offshore Oil Wells Integrity: Subsea Christmas Tree Analysis Using System-Theoretic Process Analysis (STPA),https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1110__Lucas%20Ribeiro%20de%20Almeida__PUB.pdf,7,,
950,Oil well without control over gas flows.,hazard,hazard,,hazard1,oil,2022,Offshore Oil Wells Integrity: Subsea Christmas Tree Analysis Using System-Theoretic Process Analysis (STPA),https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1110__Lucas%20Ribeiro%20de%20Almeida__PUB.pdf,7,,
951,Oil well with production flow reduced or interrupted.,hazard,hazard,,hazard1,oil,2022,Offshore Oil Wells Integrity: Subsea Christmas Tree Analysis Using System-Theoretic Process Analysis (STPA),https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1110__Lucas%20Ribeiro%20de%20Almeida__PUB.pdf,7,,
952,Oil well operate outside of the required pressure envelope.,hazard,hazard,,hazard1,oil,2022,Offshore Oil Wells Integrity: Subsea Christmas Tree Analysis Using System-Theoretic Process Analysis (STPA),https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1110__Lucas%20Ribeiro%20de%20Almeida__PUB.pdf,7,,
955,Ship violates minimum separation from other ship.,hazard,hazard,,hazard1,maritime,2022,STPA for Passenger Ship Safety Analysis in Bangladesh,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1120__Md%20Imran%20Uddin__PUB.pdf,11,,
956,Ship violates minimum separation from any stationary object or underwater object.,hazard,hazard,,hazard1,maritime,2022,STPA for Passenger Ship Safety Analysis in Bangladesh,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1120__Md%20Imran%20Uddin__PUB.pdf,11,,
957,Ship enters into an unsafe area (low water-depth or stormy area).,hazard,hazard,,hazard1,maritime,2022,STPA for Passenger Ship Safety Analysis in Bangladesh,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1120__Md%20Imran%20Uddin__PUB.pdf,11,,
969,Robot makes contact with a person (directly or indirectly).,hazard,hazard,,hazard1,robot,2023,Using STPA to Improve Robotic Manufacturing of a Rocket Motor,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-06-1200__Bryan-Smith__PUB.pdf,5,,
970,"Robot makes unintended contact with rocket motor (non-initiation) (e.g. zone A may have lower threshold for “damaging contact”, etc.).",hazard,hazard,,hazard1,robot,2023,Using STPA to Improve Robotic Manufacturing of a Rocket Motor,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-06-1200__Bryan-Smith__PUB.pdf,5,,
971,"Robot creates conditions that are not suitable for segment (e.g. ignites segment, high heat, fire, sparking, etc.).",hazard,hazard,,hazard1,robot,2023,Using STPA to Improve Robotic Manufacturing of a Rocket Motor,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-06-1200__Bryan-Smith__PUB.pdf,5,,
975,Patients receive less than the acceptable standard of care.,hazard,hazard,,hazard5,laboratory,2023,Application of STPA to the U.S. Diagnostic Laboratory Data Ecosystem,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-07-1010__Rodrigo-Rose__PUB.pdf,4,,
976,Person is exposed to harm during testing process.,hazard,hazard,,hazard5,laboratory,2023,Application of STPA to the U.S. Diagnostic Laboratory Data Ecosystem,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-07-1010__Rodrigo-Rose__PUB.pdf,4,,
988,The ship is very close to another ship or object.,hazard,hazard,,hazard1,maritime,2023,The utilization of STPA on the ship navigation system,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1010__Marios-Anestis-Koimtzoglou__PUB.pdf,12,,
990,The ship's propulsion system is operating beyond the permissible limits.,hazard,hazard,,hazard1,maritime,2023,The utilization of STPA on the ship navigation system,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1010__Marios-Anestis-Koimtzoglou__PUB.pdf,12,,
993,Exceeding the safe operating limits of the mooring systems.,hazard,hazard,,hazard2,maritime,2023,The utilization of STPA on the ship navigation system,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1010__Marios-Anestis-Koimtzoglou__PUB.pdf,12,,
1007,The system process variables violate the minimum safety acceptable standards conditions for energetic materials.,hazard,hazard,,hazard1,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,11,,
1008,Personal and Collective Protective Equipment not used for laboratory activities.,hazard,hazard,,hazard1,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,11,,
1009,Laboratory equipment out of calibration standards.,hazard,hazard,,hazard1,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,11,,
1010,Energetic Materials usage out of the prescribed.,hazard,hazard,,hazard5,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,11,,
1011,Laboratory Procedures or Manuals not including essential safety protocols.,hazard,hazard,,hazard5,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,11,,
1012,"Materials, tools, infrastructure, or equipment damaged or unavailable to the operator proceed with the laboratory activities.",hazard,hazard,,hazard1,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,11,,
1013,Laboratorial Equipment or Energetic Materials are not adequately identified and stored.,hazard,hazard,,hazard1,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,11,,
1014,Laboratory facilities not appropriated for the current activities.,hazard,hazard,,hazard5,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,11,,
1015,Energetic Materials are handled without operational training.,hazard,hazard,,hazard5,laboratory,2023,STPA Applied for Energetic Materials Handling in Research Laboratories,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1100__Karen-Stephanie-de-Andrade__PUB.pdf,11,,
