,req,label,v6,Unnamed: 3,v5.2,dominio,ano,titulo,link,slide,obs,obs v6
667,SMS shall be suitably scaled for the organization.,constraint,prevent,,constraint1,aviation,2018,The AVAC-SMS Metric for the Self-Assessment of Aviation Safety Management Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SMS-assessment-tool_MIT-STAMP-2018.pdf,21,,
689,SGC system must stop compressing gas when gas leaks to the environment.,constraint,mitigate,,constraint1,other,2018,Opportunities and Challenges of Applying STPA to Subsea Operations,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/STPA-to-Subsea-20180329-Kim.pdf,14,,
690,SGC system must be protected from abnormal operating conditions that can damage valuable components.,constraint,prevent,,constraint1,other,2018,Opportunities and Challenges of Applying STPA to Subsea Operations,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/STPA-to-Subsea-20180329-Kim.pdf,14,,
691,SGC system must always produce gas with maximum capacity.,constraint,prevent,,constraint1,other,2018,Opportunities and Challenges of Applying STPA to Subsea Operations,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/STPA-to-Subsea-20180329-Kim.pdf,14,,
702,"Controller shall not open Door while train is moving, only when stopped.",constraint,prevent,,constraint1,train,2019,Safety Guided Design Using STPA and Model Based System Engineering (MBSTPA),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Hurley__PUB__Safety-Guided-Design-Using-STPA-and-Model-Based-System-Engineering_x.pdf,4,,
703,Controller shall not close Door while a passenger is in the doorway.,constraint,prevent,,constraint1,train,2019,Safety Guided Design Using STPA and Model Based System Engineering (MBSTPA),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Hurley__PUB__Safety-Guided-Design-Using-STPA-and-Model-Based-System-Engineering_x.pdf,4,,
704,Controller shall open Door in an emergency.,constraint,prevent,,constraint1,train,2019,Safety Guided Design Using STPA and Model Based System Engineering (MBSTPA),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Hurley__PUB__Safety-Guided-Design-Using-STPA-and-Model-Based-System-Engineering_x.pdf,4,,
705,Controller shall open Door when Train is stopped in Station.,constraint,prevent,,constraint1,train,2019,Safety Guided Design Using STPA and Model Based System Engineering (MBSTPA),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Hurley__PUB__Safety-Guided-Design-Using-STPA-and-Model-Based-System-Engineering_x.pdf,4,,
706,Controller shall report the state of the Door to the next-higher level of control.,constraint,prevent,,constraint1,train,2019,Safety Guided Design Using STPA and Model Based System Engineering (MBSTPA),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Hurley__PUB__Safety-Guided-Design-Using-STPA-and-Model-Based-System-Engineering_x.pdf,4,,
707,Controller shall allow time for passengers to exit & enter before attempting to close the door.,constraint,prevent,,constraint1,train,2019,Safety Guided Design Using STPA and Model Based System Engineering (MBSTPA),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Hurley__PUB__Safety-Guided-Design-Using-STPA-and-Model-Based-System-Engineering_x.pdf,4,,
708,The Controller shall warn passengers when the door is about to open or close.,constraint,prevent,,constraint1,train,2019,Safety Guided Design Using STPA and Model Based System Engineering (MBSTPA),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Hurley__PUB__Safety-Guided-Design-Using-STPA-and-Model-Based-System-Engineering_x.pdf,4,,
709,When the Train is stopped and not in a station and no emergency exists the Controller shall not open the door.,constraint,prevent,,constraint1,train,2019,Safety Guided Design Using STPA and Model Based System Engineering (MBSTPA),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Hurley__PUB__Safety-Guided-Design-Using-STPA-and-Model-Based-System-Engineering_x.pdf,4,,
718,Aircraft must maintain criteria for stable approaches.,constraint,prevent,,constraint1,aviation,2019,Active STPA – A Systems-based Hazard Analysis for Safety Management Systems (SMS),http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/1-Tues-Morn__Diogo-Castilho-on-Active-STPA.pdf,13,,
747,"At the launch rail, vehicle stages must be prevented from igniting before planned, even when subjected to commands or electric discharges.",constraint,prevent,,constraint1,aerospace,2019,STPA Applied to Launch Operations Management,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Merladet__PUB__STPA-MIT-STAMP-WORKSHOP-2019-28-03-19.pdf,13,,
748,"In the event of an unintended ignition, the vehicle must remain fixed to the launching rail, avoiding an unplanned route.",constraint,mitigate,,constraint1,aerospace,2019,STPA Applied to Launch Operations Management,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Merladet__PUB__STPA-MIT-STAMP-WORKSHOP-2019-28-03-19.pdf,13,,
749,"Vehicle stages and interfaces must be designed so that, in the event of an unintended ignition, they do not result in the vehicle explosion.",constraint,mitigate,,constraint1,aerospace,2019,STPA Applied to Launch Operations Management,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Merladet__PUB__STPA-MIT-STAMP-WORKSHOP-2019-28-03-19.pdf,13,,
771,Smartgrid must be able to meet unexpected demands.,constraint,prevent,,constraint1,energy,2019,STPA of Demand -Side Load Management in Smart Grids,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Karatzas__PUB__MIT-STPA-methodology-presentation-v1.pdf,7,,
772,Smartgrid must be able to meet local energy demands.,constraint,prevent,,constraint1,energy,2019,STPA of Demand -Side Load Management in Smart Grids,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Karatzas__PUB__MIT-STPA-methodology-presentation-v1.pdf,7,,
773,Smartgrid must be able to keep customers comfortable as desired.,constraint,prevent,,constraint1,energy,2019,STPA of Demand -Side Load Management in Smart Grids,http://psas.scripts.mit.edu/home/wp-content/uploads/2019/04/5-Thurs-Morn__Karatzas__PUB__MIT-STPA-methodology-presentation-v1.pdf,7,,
802,Vehicle must maintain safe distance from nearby objects.,constraint,prevent,,constraint1,automotive,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,58,,
803,Chemical plant must not release toxic chemicals into the atmosphere.,constraint,prevent,,constraint1,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,58,,
804,Nuclear power plant must not release radioactive materials into environment.,constraint,prevent,,constraint1,nuclear,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,58,,
805,Vehicles must always maintain safe distances from each other.,constraint,prevent,,constraint1,automotive,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,58,,
807,Food products with pathogens must not be sold.,constraint,prevent,,constraint1,food,2020,Introduction to STPA,https://psas.scripts.mit.edu/home/wp-content/uploads/2020/07/JThomas-STPA-Introduction.pdf,58,,
880,Ego vehicle must not leave the lane unless desired by the driver.,constraint,prevent,,constraint1,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,,
881,Ego vehicle must not decelerate at rates greater than 4 m/s^2.,constraint,prevent,,constraint1,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,,
882,Ego vehicle must decelerate at rates greater than 0.9 m/s^2.,constraint,prevent,,constraint1,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,,
883,Ego vehicle must not accelerate at rates greater than 1 m/s^2.,constraint,prevent,,constraint1,automotive,2021,Using STPA to address challenges in achieving SOTIF,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-29-1230__Sidhu.pdf,14,,
889,"If ventilation turned off, the workplace must be abandoned immediately.",constraint,mitigate,,constraint2,industry,2021,Using STPA to identify conflicts in coal mining safety procedures,https://psas.scripts.mit.edu/home/wp-content/uploads/2021/06/2021-06-30-1220__Krzemien.pdf,7,,
920,AV must maintain a safe distance from VRUs and other stationary and moving objects in the surroundings.,constraint,prevent,,constraint1,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,7,,
921,AV must adhere to the designated path.,constraint,prevent,,constraint1,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,7,,
922,AV must adhere to the allowed operating limits advised by the traffic rules and ODD limitations.,constraint,prevent,,constraint1,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,7,,falta contexto
923,AV must provide a comfortable experience to the passengers when driving or stationary.,constraint,prevent,,constraint1,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,7,,
924,AV must never lose control.,constraint,prevent,,constraint1,automotive,2022,STPA for Autonomous Vehicles Functions,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-08-1120__Anas%20Shahzad__PUB.pdf,7,,
938,Aircraft should maintain a safe distance from obstacles and notify the operator when reaching the minimum distance.,constraint,prevent,,constraint1,aviation,2022,Use of the STPA Technique in the Requirements Definition of a Drone Power Generation System,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-09-1130__Paulo%20Mendes__PUB.pdf,6,,
939,The aircraft must maintain constant communication with the base throughout the operation.,constraint,prevent,,constraint1,aviation,2022,Use of the STPA Technique in the Requirements Definition of a Drone Power Generation System,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-09-1130__Paulo%20Mendes__PUB.pdf,6,,
940,The aircraft must be able to generate enough power to keep the systems running properly.,constraint,prevent,,constraint1,aviation,2022,Use of the STPA Technique in the Requirements Definition of a Drone Power Generation System,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-09-1130__Paulo%20Mendes__PUB.pdf,6,,
941,Aircraft shall be capable of remaining airborn in a controlled manner throughout the operation.,constraint,prevent,,constraint1,aviation,2022,Use of the STPA Technique in the Requirements Definition of a Drone Power Generation System,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-09-1130__Paulo%20Mendes__PUB.pdf,6,,
959,Ship must not violate minimum separation from other ship.,constraint,prevent,,constraint1,maritime,2022,STPA for Passenger Ship Safety Analysis in Bangladesh,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1120__Md%20Imran%20Uddin__PUB.pdf,12,,
960,Ship must not violate minimum separation from any stationary object or underwater object.,constraint,prevent,,constraint1,maritime,2022,STPA for Passenger Ship Safety Analysis in Bangladesh,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1120__Md%20Imran%20Uddin__PUB.pdf,12,,
962,Ship must not enter into an unsafe area (low water-depth or stormy area).,constraint,prevent,,constraint1,maritime,2022,STPA for Passenger Ship Safety Analysis in Bangladesh,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1120__Md%20Imran%20Uddin__PUB.pdf,12,,
963,The ship must be maintained properly so that the occurrence of fire is prevented.,constraint,prevent,,constraint1,maritime,2022,STPA for Passenger Ship Safety Analysis in Bangladesh,https://psas.scripts.mit.edu/home/wp-content/uploads/2022/2022-06-10-1120__Md%20Imran%20Uddin__PUB.pdf,12,,
994,Safe distance should always be kept and the crew must be aware when it is violated.,constraint,prevent,,constraint1,maritime,2023,The utilization of STPA on the ship navigation system,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1010__Marios-Anestis-Koimtzoglou__PUB.pdf,12,,
995,Depth should be continuously monitored.,constraint,detect,,constraint1,maritime,2023,The utilization of STPA on the ship navigation system,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1010__Marios-Anestis-Koimtzoglou__PUB.pdf,12,,
997,The possibility of progressive flooding should be monitored and detected on time.,constraint,detect,,constraint1,maritime,2023,The utilization of STPA on the ship navigation system,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1010__Marios-Anestis-Koimtzoglou__PUB.pdf,12,,
998,Heat and smoke detectors should trigger an alarm and extinguishing systems.,constraint,detect,,constraint1,maritime,2023,The utilization of STPA on the ship navigation system,https://psas.scripts.mit.edu/home/wp-content/uploads/2023/2023-06-08-1010__Marios-Anestis-Koimtzoglou__PUB.pdf,12,,
